,Fecha,Dia,Num_Day,Num_Month,Month,Year,Hora,Persona,Mensaje,clean_text,timestamp,texBlod,sentimiento_vader,n-grams
21,01/12/2023,Viernes,1,12,Dic,2023,18:28:22,Sil🐨,es verdad,ser verdad,2023-12-01 18:28:22,neutro,neutro,neutro
22,01/12/2023,Viernes,1,12,Dic,2023,18:28:36,Sil🐨,cancelado por enfermedad ‎<Se editó este mensaje.>,cancelado enfermedad l edito mensaje,2023-12-01 18:28:36,neutro,neutro,neutro
23,01/12/2023,Viernes,1,12,Dic,2023,18:29:33,Alana Ironhack,"No, esq si no iba a morir ahí en el frío, así q abandone a David e irá con un amigo, así q ni tan mal jajaj",ser si ir morir ahi frio asi abandonar david ira amigo asi mal jajaj,2023-12-01 18:29:33,neutro,neutro,neutro
24,01/12/2023,Viernes,1,12,Dic,2023,18:42:03,Sil🐨,bueno mejor asi no te pones peor,bueno mejor asi t poner peor,2023-12-01 18:42:03,neutro,neutro,neutro
25,01/12/2023,Viernes,1,12,Dic,2023,18:46:03,Alana Ironhack,Si además así q dijeras cuantas ganas tengo de ir. Pues no,si ademar asi dijera cuanta gana tener ir pues,2023-12-01 18:46:03,neutro,neutro,neutro
26,02/12/2023,Sabado,2,12,Dic,2023,18:08:18,Sil🐨,seguis trabajando?,seguis trabajar,2023-12-02 18:08:18,neutro,neutro,neutro
27,02/12/2023,Sabado,2,12,Dic,2023,18:09:15,Alana Ironhack,No nos quedamos,quedar,2023-12-02 18:09:15,neutro,neutro,neutro
28,02/12/2023,Sabado,2,12,Dic,2023,18:10:23,Sil🐨,Al final no?,final,2023-12-02 18:10:23,neutro,neutro,neutro
29,02/12/2023,Sabado,2,12,Dic,2023,18:10:33,Sil🐨,Bueno tú estás malita,bueno malita,2023-12-02 18:10:33,neutro,neutro,neutro
30,02/12/2023,Sabado,2,12,Dic,2023,18:10:39,Alana Ironhack,"No cada quien a su casa, los otros si se quedaron",cada casa si l quedar,2023-12-02 18:10:39,neutro,neutro,neutro
31,02/12/2023,Sabado,2,12,Dic,2023,18:11:03,Sil🐨,Bueno yo me voy a poner un ratito,bueno ir poner ratito,2023-12-02 18:11:03,neutro,neutro,neutro
32,02/12/2023,Sabado,2,12,Dic,2023,18:11:08,Alana Ironhack,Yo ahora en unos min me pongo,ahora min poner,2023-12-02 18:11:08,neutro,neutro,neutro
33,02/12/2023,Sabado,2,12,Dic,2023,18:11:21,Sil🐨,Valee perfe,valee perfecto,2023-12-02 18:11:21,neutro,positivo,neutro
34,02/12/2023,Sabado,2,12,Dic,2023,18:40:10,~ Teresa,Yo también,tambien,2023-12-02 18:40:10,neutro,neutro,neutro
35,02/12/2023,Sabado,2,12,Dic,2023,18:40:43,~ Teresa,"Y luego me desperté y dije “uy que sucio está todo”, y me puse a limpiar como forma de procrastinar",luego desperte decir uy sucio poner limpiar forma procrastinar,2023-12-02 18:40:43,neutro,neutro,neutro
36,02/12/2023,Sabado,2,12,Dic,2023,18:40:49,~ Teresa,Así que cuando acabe me conecto,asi acabar conecto,2023-12-02 18:40:49,neutro,neutro,neutro
37,02/12/2023,Sabado,2,12,Dic,2023,19:11:55,Sil🐨,jajajajajaj,jajajajajaj,2023-12-02 19:11:55,neutro,neutro,neutro
38,02/12/2023,Sabado,2,12,Dic,2023,19:12:19,Sil🐨,estoy viendome tutoriales porque no saco nada,viendome tutorial saco,2023-12-02 19:12:19,neutro,neutro,neutro
39,02/12/2023,Sabado,2,12,Dic,2023,19:15:04,Sil🐨,esq todo lo que veo lo sacan con .plot,ser l ver l sacar plot,2023-12-02 19:15:04,neutro,neutro,neutro
40,02/12/2023,Sabado,2,12,Dic,2023,19:15:14,Sil🐨,y el ejemplo que nos han dado es .iplot,ejemplo haber dar ser iplot,2023-12-02 19:15:14,neutro,neutro,neutro
41,02/12/2023,Sabado,2,12,Dic,2023,20:14:35,~ Teresa,Pero con .plot siguen siendo interactivos?,plot seguir ser interactivo,2023-12-02 20:14:35,neutro,neutro,neutro
42,02/12/2023,Sabado,2,12,Dic,2023,20:36:46,Sil🐨,Eh?,eh,2023-12-02 20:36:46,neutro,neutro,neutro
43,02/12/2023,Sabado,2,12,Dic,2023,20:46:58,Alana Ironhack,Siiii porque iplot es una biblioteca de cufflinks,siiii iplot ser biblioteca cufflinks,2023-12-02 20:46:58,neutro,neutro,neutro
44,02/12/2023,Sabado,2,12,Dic,2023,20:51:47,Alana Ironhack,Yo esq estoy practicando para entenderlo,ser practicar entender l,2023-12-02 20:51:47,neutro,neutro,neutro
45,02/12/2023,Sabado,2,12,Dic,2023,20:52:34,~ Teresa,Ese también me suena de haberlo visto esta mañana,tambien sonar haber l ver manana,2023-12-02 20:52:34,neutro,neutro,neutro
46,04/12/2023,Lunes,4,12,Dic,2023,16:37:58,Alana Ironhack,"Capibaras no iré hoy, no quería faltar pero estoy fatal",capibara irar hoy querio faltar fatal,2023-12-04 16:37:58,neutro,negativo,neutro
47,04/12/2023,Lunes,4,12,Dic,2023,16:38:13,Alana Ironhack,Me conectaré desde casa,conectarar casa,2023-12-04 16:38:13,neutro,neutro,neutro
48,04/12/2023,Lunes,4,12,Dic,2023,16:39:57,Sil🐨,Recupérate!!,recuperate,2023-12-04 16:39:57,neutro,neutro,neutro
49,04/12/2023,Lunes,4,12,Dic,2023,17:29:47,~ Teresa,"Ay no, has ido a peor? 🥺",ay haber ir peor,2023-12-04 17:29:47,neutro,neutro,neutro
50,04/12/2023,Lunes,4,12,Dic,2023,17:29:51,~ Teresa,Recupérate!,recuperate,2023-12-04 17:29:51,neutro,neutro,neutro
51,04/12/2023,Lunes,4,12,Dic,2023,17:31:15,Alana Ironhack,Ayyy siiii que pesadilla además no quería faltar pero estoy fatal y tengo muchísima tos,ayyy siiii pesadillar adema querio faltar fatal tener muchisima tos,2023-12-04 17:31:15,neutro,negativo,neutro
52,04/12/2023,Lunes,4,12,Dic,2023,17:34:59,Sil🐨,Pues nada descansa y recupérate!,pues descansar recuperate,2023-12-04 17:34:59,neutro,neutro,neutro
53,04/12/2023,Lunes,4,12,Dic,2023,17:36:30,Alana Ironhack,Me conectaré pero si hay algo importante les pregunto,conectare si haber importante l preguntar,2023-12-04 17:36:30,neutro,neutro,neutro
54,04/12/2023,Lunes,4,12,Dic,2023,17:36:55,Alana Ironhack,Sobre todo xq dijo Octavio que nos dejarían deberes para estos días,decir octavio dejariar deber dia,2023-12-04 17:36:55,neutro,neutro,neutro
55,04/12/2023,Lunes,4,12,Dic,2023,17:38:25,Sil🐨,Valee no te preocupes yo estaré atenta por si no te enteras de algo,valee t preocupar estare atento si t enterar,2023-12-04 17:38:25,neutro,neutro,neutro
56,04/12/2023,Lunes,4,12,Dic,2023,17:38:51,Sil🐨,Que en casa hay veces que si se va a la pizarra o cosas de esas no te enteras ‎<Se editó este mensaje.>,casa haber vez si l ir pizarra cosa t enterar l edito mensaje,2023-12-04 17:38:51,neutro,neutro,neutro
57,04/12/2023,Lunes,4,12,Dic,2023,17:39:40,Alana Ironhack,Awww q linda mil gracias,awww linda mil gracia,2023-12-04 17:39:40,positivo,neutro,neutro
58,04/12/2023,Lunes,4,12,Dic,2023,17:40:43,Alana Ironhack,Lee había comprado 😢😢😢,leer habia comprado,2023-12-04 17:40:43,neutro,neutro,neutro
59,04/12/2023,Lunes,4,12,Dic,2023,17:40:45,Alana Ironhack,Les,l,2023-12-04 17:40:45,neutro,neutro,neutro
60,04/12/2023,Lunes,4,12,Dic,2023,17:40:54,Sil🐨,Ohhh que mona,ohhh monar,2023-12-04 17:40:54,neutro,neutro,neutro
61,04/12/2023,Lunes,4,12,Dic,2023,17:41:08,Sil🐨,Pero que es tu cumple?,ser cumplir,2023-12-04 17:41:08,neutro,neutro,neutro
62,04/12/2023,Lunes,4,12,Dic,2023,17:41:26,Alana Ironhack,No no xq son muy ricos jajaja solo por eso,ser rico jajajar solo,2023-12-04 17:41:26,neutro,neutro,neutro
63,04/12/2023,Lunes,4,12,Dic,2023,17:41:42,Alana Ironhack,Es de guapas compartir jajaja,ser guapa compartir jajaja,2023-12-04 17:41:42,neutro,neutro,neutro
64,04/12/2023,Lunes,4,12,Dic,2023,17:41:50,Alana Ironhack,Como diría la vecina rubia,diriir vecina rubio,2023-12-04 17:41:50,neutro,neutro,neutro
65,04/12/2023,Lunes,4,12,Dic,2023,17:49:18,Sil🐨,JAJAJAJAJA,jajajajajar,2023-12-04 17:49:18,neutro,neutro,neutro
66,04/12/2023,Lunes,4,12,Dic,2023,17:49:23,~ Teresa,Jajajajajaja,jajajajajaja,2023-12-04 17:49:23,neutro,neutro,neutro
67,04/12/2023,Lunes,4,12,Dic,2023,17:49:51,~ Teresa,Yo creo que si los guardas para el próximo sábado quizá no estén malos 🙄🙄,creer si guarda proximo sabado quiza estir malo,2023-12-04 17:49:51,neutro,neutro,neutro
68,04/12/2023,Lunes,4,12,Dic,2023,17:50:13,Alana Ironhack,Jajaj,jajaj,2023-12-04 17:50:13,neutro,neutro,neutro
69,04/12/2023,Lunes,4,12,Dic,2023,22:03:00,Alana Ironhack,Yo que pensé que ya había pasado lo peor del curso,pensar habiar pasado l peor curso,2023-12-04 22:03:00,neutro,neutro,neutro
70,04/12/2023,Lunes,4,12,Dic,2023,22:26:21,~ Teresa,A mí me recuerdan a los garabatos que pintas en cualquier hoja cuando te aburres,recordar garabato pinta cualquiera hoja t aburr,2023-12-04 22:26:21,neutro,neutro,neutro
71,04/12/2023,Lunes,4,12,Dic,2023,22:26:27,~ Teresa,Hacíamos arte y no lo sabíamos,haciar arte l sabiar,2023-12-04 22:26:27,neutro,neutro,neutro
72,04/12/2023,Lunes,4,12,Dic,2023,22:30:27,Alana Ironhack,Jjajaja así tal cual,jjajajar asi tal,2023-12-04 22:30:27,neutro,neutro,neutro
73,04/12/2023,Lunes,4,12,Dic,2023,22:30:42,Alana Ironhack,Graficábamos jajaj,graficabamo jajaj,2023-12-04 22:30:42,neutro,neutro,neutro
74,06/12/2023,Miercoles,6,12,Dic,2023,18:49:15,Alana Ironhack,Capibaras,capibara,2023-12-06 18:49:15,neutro,neutro,neutro
75,06/12/2023,Miercoles,6,12,Dic,2023,18:49:52,Alana Ironhack,Han encontrado algún video bueno que explique lo de EDA ?,haber encontrar algun video bueno explicar l eda,2023-12-06 18:49:52,neutro,neutro,neutro
76,06/12/2023,Miercoles,6,12,Dic,2023,18:50:01,Alana Ironhack,He visto dos pero mmm no me convencieron,haber ver dos mmm convencer,2023-12-06 18:50:01,neutro,neutro,neutro
77,06/12/2023,Miercoles,6,12,Dic,2023,19:04:14,Sil🐨,Yo me iba a poner ahora… estoy muy vaga,ir poner ahora vago,2023-12-06 19:04:14,neutro,neutro,neutro
78,06/12/2023,Miercoles,6,12,Dic,2023,19:13:06,~ Teresa,Yo me lo he tomado hoy como festivo,l haber tomar hoy festivo,2023-12-06 19:13:06,neutro,neutro,neutro
79,06/12/2023,Miercoles,6,12,Dic,2023,19:13:45,Alana Ironhack,Jajajaja yo me he puesto un momento pero tengo mucha pereza,jajajajo haber poner momento tener pereza,2023-12-06 19:13:45,neutro,neutro,neutro
80,06/12/2023,Miercoles,6,12,Dic,2023,19:13:55,~ Teresa,Tómalo como festivo tía,tomalo festivo tia,2023-12-06 19:13:55,neutro,positivo,neutro
81,06/12/2023,Miercoles,6,12,Dic,2023,19:14:01,~ Teresa,Te lo mereces porque si,t l merecer si,2023-12-06 19:14:01,neutro,neutro,neutro
82,06/12/2023,Miercoles,6,12,Dic,2023,19:14:06,~ Teresa,Que tal tu constipado?,tal constipado,2023-12-06 19:14:06,neutro,neutro,neutro
83,06/12/2023,Miercoles,6,12,Dic,2023,19:14:06,Alana Ironhack,Y vi unos videos y …,ver video,2023-12-06 19:14:06,neutro,neutro,neutro
84,06/12/2023,Miercoles,6,12,Dic,2023,19:14:27,Alana Ironhack,Tere te necesito en mi vida eso es lo que necesitaba leer jajaj,terir t necesitar vida ser l necesitar leer jajaj,2023-12-06 19:14:27,neutro,neutro,neutro
85,06/12/2023,Miercoles,6,12,Dic,2023,19:14:33,~ Teresa,"De todas formas lo del EDA yo lo vi una vez y creo que tengo “apuntes” de ello, mañana los busco y los paso",forma l eda l ver vez creer tener apunte l mann buscar paso,2023-12-06 19:14:33,neutro,neutro,neutro
86,06/12/2023,Miercoles,6,12,Dic,2023,19:14:40,Alana Ironhack,Ayer estaba fatal y fui al médico,ayer fatal ir medico,2023-12-06 19:14:40,neutro,negativo,neutro
87,06/12/2023,Miercoles,6,12,Dic,2023,19:15:15,Alana Ironhack,Y estoy dopada cada 8 horas xq tengo faringitis y otitis x eso tenía el oído tan tapado,dopado cada hora tener faringitis otitis tenia oido tapar,2023-12-06 19:15:15,neutro,neutro,neutro
88,06/12/2023,Miercoles,6,12,Dic,2023,19:15:26,~ Teresa,Ay la virgen,ay virgen,2023-12-06 19:15:26,neutro,neutro,neutro
89,06/12/2023,Miercoles,6,12,Dic,2023,19:15:40,Alana Ironhack,"Pero la vdd aunq las medicinas saben horrible, me han funcionado perfecto y gotas en el oído",vdd aunq medicina saber horrible haber funcionar perfecto gota oido,2023-12-06 19:15:40,negativo,negativo,negativo
90,06/12/2023,Miercoles,6,12,Dic,2023,19:15:56,~ Teresa,"Lo guay es eso, es que ahora los antibióticos en dos días te dejan como nueva",l guay ser ser ahora antibiotico dos dia t dejar nuevo,2023-12-06 19:15:56,neutro,neutro,neutro
91,06/12/2023,Miercoles,6,12,Dic,2023,19:16:09,Alana Ironhack,Si si estaba fuerte el gripon,si si fuerte gripon,2023-12-06 19:16:09,neutro,neutro,neutro
92,06/12/2023,Miercoles,6,12,Dic,2023,19:16:31,Alana Ironhack,Me daré una hora de hacer otras cosas y me pongo a ver si tengo mejor actitud jaja,dare hora hacer cosa poner ver si tener mejor actitud jajar,2023-12-06 19:16:31,neutro,neutro,neutro
93,06/12/2023,Miercoles,6,12,Dic,2023,19:16:51,Alana Ironhack,La vdd estoy deseando con ansias as vacaciones del curso,vdd desear ansia as vacacin curso,2023-12-06 19:16:51,neutro,neutro,neutro
94,06/12/2023,Miercoles,6,12,Dic,2023,19:16:59,Alana Ironhack,Me gusta ir pero odio un poco los labs,gustar ir odiar labboratotio,2023-12-06 19:16:59,neutro,neutro,neutro
95,06/12/2023,Miercoles,6,12,Dic,2023,19:17:30,~ Teresa,Un poco bastante diría yo,bastante dirio,2023-12-06 19:17:30,neutro,neutro,neutro
96,06/12/2023,Miercoles,6,12,Dic,2023,19:17:44,~ Teresa,Pero vamos que ya queda un suspiro hasta el 20 de diciembre! 💃🏼,ir quedar suspiro diciembre,2023-12-06 19:17:44,neutro,neutro,neutro
97,06/12/2023,Miercoles,6,12,Dic,2023,19:17:54,Alana Ironhack,Me roban La Paz,robar paz,2023-12-06 19:17:54,neutro,neutro,neutro
98,07/12/2023,Jueves,7,12,Dic,2023,18:27:21,Alana Ironhack,Ayer empecé pero no tenía actitud ahora en 10 min me pongo jaja,ayer empece teniar actitud ahora min poner jajar,2023-12-07 18:27:21,neutro,neutro,neutro
99,07/12/2023,Jueves,7,12,Dic,2023,18:27:26,Alana Ironhack,Solo hice lo del dado jajaja,solo hacer l dado jajaja,2023-12-07 18:27:26,neutro,neutro,neutro
100,07/12/2023,Jueves,7,12,Dic,2023,18:27:29,~ Teresa,Creo que he generado sólo el dadito de los huevos y ya me quiero suicidar,creer haber generar solo dadito huevo querer suicidar,2023-12-07 18:27:29,neutro,neutro,neutro
101,07/12/2023,Jueves,7,12,Dic,2023,18:28:06,Sil🐨,yo estoy en el challenge 2 y no se si lo estoy haciendo bien,challenge l si l hacer bien,2023-12-07 18:28:06,neutro,positivo,neutro
102,07/12/2023,Jueves,7,12,Dic,2023,18:28:28,Sil🐨,no entiendo este lab,entender laboratorio,2023-12-07 18:28:28,neutro,neutro,neutro
103,07/12/2023,Jueves,7,12,Dic,2023,18:30:00,Sil🐨,me he quedado atascada en la distribucion de frecuencias,haber quedar atascado distribucion frecuencia,2023-12-07 18:30:00,neutro,neutro,neutro
104,07/12/2023,Jueves,7,12,Dic,2023,18:30:23,Alana Ironhack,Yo tengo una pereza de hacerlo,tener pereza hacer l,2023-12-07 18:30:23,neutro,neutro,neutro
105,07/12/2023,Jueves,7,12,Dic,2023,18:30:39,Alana Ironhack,Pero ahora me pondré si o si jaja,ahora pondre si si jajar,2023-12-07 18:30:39,neutro,neutro,neutro
106,07/12/2023,Jueves,7,12,Dic,2023,18:30:51,Alana Ironhack,Graficaste lo de los dados ?,graficaste l dado,2023-12-07 18:30:51,neutro,neutro,neutro
107,07/12/2023,Jueves,7,12,Dic,2023,18:31:34,~ Teresa,"Aquí yo estaba con El Profe Alejo, un vídeo de YouTube que te va explicando que narices es eso",aqui profe alejo video youtube t ir explicar narices ser,2023-12-07 18:31:34,neutro,neutro,neutro
108,07/12/2023,Jueves,7,12,Dic,2023,18:31:52,Alana Ironhack,Cuál??? Mándalo porfa,mandalo porfa,2023-12-07 18:31:52,neutro,neutro,neutro
109,07/12/2023,Jueves,7,12,Dic,2023,18:32:37,~ Teresa,https://www.youtube.com/watch?app=desktop&v=dmrsX9PeZBk&ab_channel=ElProfeAlejo,httpswwwyoutubecom watchapp desktopv dmrsxpezbkab_channel elprofealejo,2023-12-07 18:32:37,neutro,neutro,neutro
110,07/12/2023,Jueves,7,12,Dic,2023,18:32:38,~ Teresa,Ahí va,ahi ir,2023-12-07 18:32:38,neutro,neutro,neutro
111,07/12/2023,Jueves,7,12,Dic,2023,18:32:48,~ Teresa,Que es una tontería proque al parecer es un value_counts y fin,ser tonteria parecer ser value_counts fin,2023-12-07 18:32:48,neutro,neutro,neutro
112,07/12/2023,Jueves,7,12,Dic,2023,18:32:55,Sil🐨,sii la grafica sii,sii grafica siiir,2023-12-07 18:32:55,neutro,neutro,neutro
113,07/12/2023,Jueves,7,12,Dic,2023,18:33:09,~ Teresa,"Pero el tipo tiene también mogollón de vídeos de media, mediana, histogramas y demás",tipo tener tambien mogollon video media mediano histograma dema,2023-12-07 18:33:09,neutro,neutro,neutro
114,07/12/2023,Jueves,7,12,Dic,2023,18:33:24,Alana Ironhack,Ah pues ahora los veo,ah pues ahora ver,2023-12-07 18:33:24,neutro,neutro,neutro
115,07/12/2023,Jueves,7,12,Dic,2023,18:33:34,Sil🐨,yo tambien,tambien,2023-12-07 18:33:34,neutro,neutro,neutro
116,07/12/2023,Jueves,7,12,Dic,2023,18:33:53,Sil🐨,porque por internet veo que tengo que calcular un monton de cosas,internet ver tener calcular monton cosa,2023-12-07 18:33:53,neutro,neutro,neutro
117,07/12/2023,Jueves,7,12,Dic,2023,19:23:49,Alana Ironhack,Ya estoy aquí,aqui,2023-12-07 19:23:49,neutro,neutro,neutro
118,07/12/2023,Jueves,7,12,Dic,2023,19:23:58,Alana Ironhack,Intentaré no morir en el intento,intentarir morir intento,2023-12-07 19:23:58,neutro,neutro,neutro
119,07/12/2023,Jueves,7,12,Dic,2023,19:24:16,Sil🐨,como estas del constipado?,constipado,2023-12-07 19:24:16,neutro,neutro,neutro
120,07/12/2023,Jueves,7,12,Dic,2023,19:24:28,Alana Ironhack,Sigo sin escuchar jajaja,seguir escuchar jajaja,2023-12-07 19:24:28,neutro,neutro,neutro
121,07/12/2023,Jueves,7,12,Dic,2023,19:24:40,Alana Ironhack,Pero ya sabes esas son cosas de la edad jajaj pero ya mejor,saber ser cosa edad jajaj mejor,2023-12-07 19:24:40,neutro,neutro,neutro
122,07/12/2023,Jueves,7,12,Dic,2023,19:24:51,Alana Ironhack,Justo me acabo de tomar la medicina que saben horrible,justo acabar tomar medicina saber horrible,2023-12-07 19:24:51,negativo,negativo,neutro
123,07/12/2023,Jueves,7,12,Dic,2023,19:25:39,Sil🐨,yo me estuve tomando fluimucil (nose como se escribe) para sacar los mocos,tomar fluimucil l l escribir sacar moco,2023-12-07 19:25:39,neutro,neutro,neutro
124,07/12/2023,Jueves,7,12,Dic,2023,19:25:58,Alana Ironhack,Yo estos dos,dos,2023-12-07 19:25:58,neutro,neutro,neutro
125,07/12/2023,Jueves,7,12,Dic,2023,19:26:56,Sil🐨,esos tambien son buenos,tambien ser buen,2023-12-07 19:26:56,neutro,neutro,neutro
126,07/12/2023,Jueves,7,12,Dic,2023,19:27:33,Alana Ironhack,"El algidol es el que llevo peor, parezco niña pequeña xq me sabe fatal",algidol ser llevar peor parezco ninir pequn saber fatal,2023-12-07 19:27:33,neutro,negativo,neutro
127,07/12/2023,Jueves,7,12,Dic,2023,19:28:19,Sil🐨,esq los sobres saben fatal...,ser saber fatal,2023-12-07 19:28:19,neutro,negativo,neutro
128,07/12/2023,Jueves,7,12,Dic,2023,19:28:23,Sil🐨,jajajajaja,jajajajajar,2023-12-07 19:28:23,neutro,neutro,neutro
129,07/12/2023,Jueves,7,12,Dic,2023,19:29:18,Alana Ironhack,Ya estoy con el profe Alejo,profe alejo,2023-12-07 19:29:18,neutro,neutro,neutro
130,07/12/2023,Jueves,7,12,Dic,2023,19:33:00,Sil🐨,Yo he hecho lo que dice el pero nose si está bien Jajajajaja,haber hacer l decir l si bien jajajajajar,2023-12-07 19:33:00,neutro,neutro,neutro
131,07/12/2023,Jueves,7,12,Dic,2023,19:35:37,~ Teresa,Podría considerarse como dopaje para el lab? 😂,podrio considerar l dopaje lab,2023-12-07 19:35:37,neutro,neutro,neutro
132,07/12/2023,Jueves,7,12,Dic,2023,19:36:48,Alana Ironhack,Jajaja,jajaja,2023-12-07 19:36:48,neutro,neutro,neutro
133,07/12/2023,Jueves,7,12,Dic,2023,19:38:47,Alana Ironhack,Muy atenta al video,atento video,2023-12-07 19:38:47,neutro,neutro,neutro
134,07/12/2023,Jueves,7,12,Dic,2023,19:39:09,~ Teresa,Pregúntale a ella cómo hacer la función de la media,preguntalir l hacer funcion media,2023-12-07 19:39:09,neutro,neutro,neutro
135,07/12/2023,Jueves,7,12,Dic,2023,19:39:19,~ Teresa,CatGPT,catgpt,2023-12-07 19:39:19,neutro,neutro,neutro
136,07/12/2023,Jueves,7,12,Dic,2023,19:39:32,Alana Ironhack,Jajaja MichaGPT,jajaja michagpt,2023-12-07 19:39:32,neutro,neutro,neutro
137,07/12/2023,Jueves,7,12,Dic,2023,20:00:37,Sil🐨,JAJAJAJAJA,jajajajajar,2023-12-07 20:00:37,neutro,neutro,neutro
138,07/12/2023,Jueves,7,12,Dic,2023,20:32:28,Sil🐨,oye sabeis que diferencia hay entre la media y la mediana?,oir sabeis diferenciar haber media mediana,2023-12-07 20:32:28,neutro,neutro,neutro
139,07/12/2023,Jueves,7,12,Dic,2023,20:33:44,Sil🐨,esq estoy intentado entender que es y me sale que se calcula igual... o lo estoy encontrando mal..,ser intentado entender ser salir l calcular igual l encontrar mal,2023-12-07 20:33:44,neutro,neutro,neutro
140,07/12/2023,Jueves,7,12,Dic,2023,20:33:53,Alana Ironhack,La media es el promedio,media ser promedio,2023-12-07 20:33:53,neutro,neutro,neutro
141,07/12/2023,Jueves,7,12,Dic,2023,20:34:35,Sil🐨,esa es sumando todos los datos y dividiendo por el numero de datos,ser sumar dato dividir numero dato,2023-12-07 20:34:35,neutro,neutro,neutro
142,07/12/2023,Jueves,7,12,Dic,2023,20:34:39,Sil🐨,y la otra?,,2023-12-07 20:34:39,neutro,neutro,neutro
