,Fecha,Dia,Num_Day,Num_Month,Month,Year,Hora,Persona,Mensaje,Num_palabra,palabras,clean_text,texBlod,sentimiento_vader,n-grams
36,02/12/2023,Sabado,2,12,Dic,2023,18:40:49,~ Teresa,Así que cuando acabe me conecto,6,"['Así', 'que', 'cuando', 'acabe', 'me', 'conecto']",asi acabar conecto,neutro,neutro,neutro
37,02/12/2023,Sabado,2,12,Dic,2023,19:11:55,Sil🐨,jajajajajaj,1,['jajajajajaj'],jajajajajaj,neutro,neutro,neutro
38,02/12/2023,Sabado,2,12,Dic,2023,19:12:19,Sil🐨,estoy viendome tutoriales porque no saco nada,7,"['estoy', 'viendome', 'tutoriales', 'porque', 'no', 'saco', 'nada']",viendome tutorial saco,neutro,neutro,neutro
39,02/12/2023,Sabado,2,12,Dic,2023,19:15:04,Sil🐨,esq todo lo que veo lo sacan con .plot,9,"['esq', 'todo', 'lo', 'que', 'veo', 'lo', 'sacan', 'con', '.plot']",ser l ver l sacar plot,neutro,neutro,neutro
40,02/12/2023,Sabado,2,12,Dic,2023,19:15:14,Sil🐨,y el ejemplo que nos han dado es .iplot,9,"['y', 'el', 'ejemplo', 'que', 'nos', 'han', 'dado', 'es', '.iplot']",ejemplo haber dar ser iplot,neutro,neutro,neutro
41,02/12/2023,Sabado,2,12,Dic,2023,20:14:35,~ Teresa,Pero con .plot siguen siendo interactivos?,6,"['Pero', 'con', '.plot', 'siguen', 'siendo', 'interactivos?']",plot seguir ser interactivo,neutro,neutro,neutro
42,02/12/2023,Sabado,2,12,Dic,2023,20:36:46,Sil🐨,Eh?,1,['Eh?'],eh,neutro,neutro,neutro
43,02/12/2023,Sabado,2,12,Dic,2023,20:46:58,Alana Ironhack,Siiii porque iplot es una biblioteca de cufflinks,8,"['Siiii', 'porque', 'iplot', 'es', 'una', 'biblioteca', 'de', 'cufflinks']",siiii iplot ser biblioteca cufflinks,neutro,neutro,neutro
44,02/12/2023,Sabado,2,12,Dic,2023,20:51:47,Alana Ironhack,Yo esq estoy practicando para entenderlo,6,"['Yo', 'esq', 'estoy', 'practicando', 'para', 'entenderlo']",ser practicar entender l,neutro,neutro,neutro
45,02/12/2023,Sabado,2,12,Dic,2023,20:52:34,~ Teresa,Ese también me suena de haberlo visto esta mañana,9,"['Ese', 'también', 'me', 'suena', 'de', 'haberlo', 'visto', 'esta', 'mañana']",tambien sonar haber l ver manana,neutro,neutro,neutro
46,04/12/2023,Lunes,4,12,Dic,2023,16:37:58,Alana Ironhack,"Capibaras no iré hoy, no quería faltar pero estoy fatal",10,"['Capibaras', 'no', 'iré', 'hoy,', 'no', 'quería', 'faltar', 'pero', 'estoy', 'fatal']",capibara irar hoy querio faltar fatal,neutro,negativo,neutro
47,04/12/2023,Lunes,4,12,Dic,2023,16:38:13,Alana Ironhack,Me conectaré desde casa,4,"['Me', 'conectaré', 'desde', 'casa']",conectarar casa,neutro,neutro,neutro
48,04/12/2023,Lunes,4,12,Dic,2023,16:39:57,Sil🐨,Recupérate!!,1,['Recupérate!!'],recuperate,neutro,neutro,neutro
49,04/12/2023,Lunes,4,12,Dic,2023,17:29:47,~ Teresa,"Ay no, has ido a peor? 🥺",7,"['Ay', 'no,', 'has', 'ido', 'a', 'peor?', '🥺']",ay haber ir peor,neutro,neutro,neutro
50,04/12/2023,Lunes,4,12,Dic,2023,17:29:51,~ Teresa,Recupérate!,1,['Recupérate!'],recuperate,neutro,neutro,neutro
51,04/12/2023,Lunes,4,12,Dic,2023,17:31:15,Alana Ironhack,Ayyy siiii que pesadilla además no quería faltar pero estoy fatal y tengo muchísima tos,15,"['Ayyy', 'siiii', 'que', 'pesadilla', 'además', 'no', 'quería', 'faltar', 'pero', 'estoy', 'fatal', 'y', 'tengo', 'muchísima', 'tos']",ayyy siiii pesadillar adema querio faltar fatal tener muchisima tos,neutro,negativo,neutro
52,04/12/2023,Lunes,4,12,Dic,2023,17:34:59,Sil🐨,Pues nada descansa y recupérate!,5,"['Pues', 'nada', 'descansa', 'y', 'recupérate!']",pues descansar recuperate,neutro,neutro,neutro
53,04/12/2023,Lunes,4,12,Dic,2023,17:36:30,Alana Ironhack,Me conectaré pero si hay algo importante les pregunto,9,"['Me', 'conectaré', 'pero', 'si', 'hay', 'algo', 'importante', 'les', 'pregunto']",conectare si haber importante l preguntar,neutro,neutro,neutro
54,04/12/2023,Lunes,4,12,Dic,2023,17:36:55,Alana Ironhack,Sobre todo xq dijo Octavio que nos dejarían deberes para estos días,12,"['Sobre', 'todo', 'xq', 'dijo', 'Octavio', 'que', 'nos', 'dejarían', 'deberes', 'para', 'estos', 'días']",decir octavio dejariar deber dia,neutro,neutro,neutro
55,04/12/2023,Lunes,4,12,Dic,2023,17:38:25,Sil🐨,Valee no te preocupes yo estaré atenta por si no te enteras de algo,14,"['Valee', 'no', 'te', 'preocupes', 'yo', 'estaré', 'atenta', 'por', 'si', 'no', 'te', 'enteras', 'de', 'algo']",valee t preocupar estare atento si t enterar,neutro,neutro,neutro
56,04/12/2023,Lunes,4,12,Dic,2023,17:38:51,Sil🐨,Que en casa hay veces que si se va a la pizarra o cosas de esas no te enteras ‎<Se editó este mensaje.>,23,"['Que', 'en', 'casa', 'hay', 'veces', 'que', 'si', 'se', 'va', 'a', 'la', 'pizarra', 'o', 'cosas', 'de', 'esas', 'no', 'te', 'enteras', '\u200e<Se', 'editó', 'este', 'mensaje.>']",casa haber vez si l ir pizarra cosa t enterar l edito mensaje,neutro,neutro,neutro
57,04/12/2023,Lunes,4,12,Dic,2023,17:39:40,Alana Ironhack,Awww q linda mil gracias,5,"['Awww', 'q', 'linda', 'mil', 'gracias']",awww linda mil gracia,positivo,neutro,neutro
58,04/12/2023,Lunes,4,12,Dic,2023,17:40:43,Alana Ironhack,Lee había comprado 😢😢😢,4,"['Lee', 'había', 'comprado', '😢😢😢']",leer habia comprado,neutro,neutro,neutro
59,04/12/2023,Lunes,4,12,Dic,2023,17:40:45,Alana Ironhack,Les,1,['Les'],l,neutro,neutro,neutro
60,04/12/2023,Lunes,4,12,Dic,2023,17:40:54,Sil🐨,Ohhh que mona,3,"['Ohhh', 'que', 'mona']",ohhh monar,neutro,neutro,neutro
61,04/12/2023,Lunes,4,12,Dic,2023,17:41:08,Sil🐨,Pero que es tu cumple?,5,"['Pero', 'que', 'es', 'tu', 'cumple?']",ser cumplir,neutro,neutro,neutro
62,04/12/2023,Lunes,4,12,Dic,2023,17:41:26,Alana Ironhack,No no xq son muy ricos jajaja solo por eso,10,"['No', 'no', 'xq', 'son', 'muy', 'ricos', 'jajaja', 'solo', 'por', 'eso']",ser rico jajajar solo,neutro,neutro,neutro
63,04/12/2023,Lunes,4,12,Dic,2023,17:41:42,Alana Ironhack,Es de guapas compartir jajaja,5,"['Es', 'de', 'guapas', 'compartir', 'jajaja']",ser guapa compartir jajaja,neutro,neutro,neutro
64,04/12/2023,Lunes,4,12,Dic,2023,17:41:50,Alana Ironhack,Como diría la vecina rubia,5,"['Como', 'diría', 'la', 'vecina', 'rubia']",diriir vecina rubio,neutro,neutro,neutro
65,04/12/2023,Lunes,4,12,Dic,2023,17:49:18,Sil🐨,JAJAJAJAJA,1,['JAJAJAJAJA'],jajajajajar,neutro,neutro,neutro
66,04/12/2023,Lunes,4,12,Dic,2023,17:49:23,~ Teresa,Jajajajajaja,1,['Jajajajajaja'],jajajajajaja,neutro,neutro,neutro
67,04/12/2023,Lunes,4,12,Dic,2023,17:49:51,~ Teresa,Yo creo que si los guardas para el próximo sábado quizá no estén malos 🙄🙄,15,"['Yo', 'creo', 'que', 'si', 'los', 'guardas', 'para', 'el', 'próximo', 'sábado', 'quizá', 'no', 'estén', 'malos', '🙄🙄']",creer si guarda proximo sabado quiza estir malo,neutro,neutro,neutro
68,04/12/2023,Lunes,4,12,Dic,2023,17:50:13,Alana Ironhack,Jajaj,1,['Jajaj'],jajaj,neutro,neutro,neutro
69,04/12/2023,Lunes,4,12,Dic,2023,22:03:00,Alana Ironhack,Yo que pensé que ya había pasado lo peor del curso,11,"['Yo', 'que', 'pensé', 'que', 'ya', 'había', 'pasado', 'lo', 'peor', 'del', 'curso']",pensar habiar pasado l peor curso,neutro,neutro,neutro
70,04/12/2023,Lunes,4,12,Dic,2023,22:26:21,~ Teresa,A mí me recuerdan a los garabatos que pintas en cualquier hoja cuando te aburres,15,"['A', 'mí', 'me', 'recuerdan', 'a', 'los', 'garabatos', 'que', 'pintas', 'en', 'cualquier', 'hoja', 'cuando', 'te', 'aburres']",recordar garabato pinta cualquiera hoja t aburr,neutro,neutro,neutro
71,04/12/2023,Lunes,4,12,Dic,2023,22:26:27,~ Teresa,Hacíamos arte y no lo sabíamos,6,"['Hacíamos', 'arte', 'y', 'no', 'lo', 'sabíamos']",haciar arte l sabiar,neutro,neutro,neutro
72,04/12/2023,Lunes,4,12,Dic,2023,22:30:27,Alana Ironhack,Jjajaja así tal cual,4,"['Jjajaja', 'así', 'tal', 'cual']",jjajajar asi tal,neutro,neutro,neutro
73,04/12/2023,Lunes,4,12,Dic,2023,22:30:42,Alana Ironhack,Graficábamos jajaj,2,"['Graficábamos', 'jajaj']",graficabamo jajaj,neutro,neutro,neutro
74,06/12/2023,Miercoles,6,12,Dic,2023,18:49:15,Alana Ironhack,Capibaras,1,['Capibaras'],capibara,neutro,neutro,neutro
75,06/12/2023,Miercoles,6,12,Dic,2023,18:49:52,Alana Ironhack,Han encontrado algún video bueno que explique lo de EDA ?,11,"['Han', 'encontrado', 'algún', 'video', 'bueno', 'que', 'explique', 'lo', 'de', 'EDA', '?']",haber encontrar algun video bueno explicar l eda,neutro,neutro,neutro
76,06/12/2023,Miercoles,6,12,Dic,2023,18:50:01,Alana Ironhack,He visto dos pero mmm no me convencieron,8,"['He', 'visto', 'dos', 'pero', 'mmm', 'no', 'me', 'convencieron']",haber ver dos mmm convencer,neutro,neutro,neutro
77,06/12/2023,Miercoles,6,12,Dic,2023,19:04:14,Sil🐨,Yo me iba a poner ahora… estoy muy vaga,9,"['Yo', 'me', 'iba', 'a', 'poner', 'ahora…', 'estoy', 'muy', 'vaga']",ir poner ahora vago,neutro,neutro,neutro
78,06/12/2023,Miercoles,6,12,Dic,2023,19:13:06,~ Teresa,Yo me lo he tomado hoy como festivo,8,"['Yo', 'me', 'lo', 'he', 'tomado', 'hoy', 'como', 'festivo']",l haber tomar hoy festivo,neutro,neutro,neutro
79,06/12/2023,Miercoles,6,12,Dic,2023,19:13:45,Alana Ironhack,Jajajaja yo me he puesto un momento pero tengo mucha pereza,11,"['Jajajaja', 'yo', 'me', 'he', 'puesto', 'un', 'momento', 'pero', 'tengo', 'mucha', 'pereza']",jajajajo haber poner momento tener pereza,neutro,neutro,neutro
80,06/12/2023,Miercoles,6,12,Dic,2023,19:13:55,~ Teresa,Tómalo como festivo tía,4,"['Tómalo', 'como', 'festivo', 'tía']",tomalo festivo tia,neutro,positivo,neutro
81,06/12/2023,Miercoles,6,12,Dic,2023,19:14:01,~ Teresa,Te lo mereces porque si,5,"['Te', 'lo', 'mereces', 'porque', 'si']",t l merecer si,neutro,neutro,neutro
82,06/12/2023,Miercoles,6,12,Dic,2023,19:14:06,~ Teresa,Que tal tu constipado?,4,"['Que', 'tal', 'tu', 'constipado?']",tal constipado,neutro,neutro,neutro
83,06/12/2023,Miercoles,6,12,Dic,2023,19:14:06,Alana Ironhack,Y vi unos videos y …,6,"['Y', 'vi', 'unos', 'videos', 'y', '…']",ver video,neutro,neutro,neutro
84,06/12/2023,Miercoles,6,12,Dic,2023,19:14:27,Alana Ironhack,Tere te necesito en mi vida eso es lo que necesitaba leer jajaj,13,"['Tere', 'te', 'necesito', 'en', 'mi', 'vida', 'eso', 'es', 'lo', 'que', 'necesitaba', 'leer', 'jajaj']",terir t necesitar vida ser l necesitar leer jajaj,neutro,neutro,neutro
85,06/12/2023,Miercoles,6,12,Dic,2023,19:14:33,~ Teresa,"De todas formas lo del EDA yo lo vi una vez y creo que tengo “apuntes” de ello, mañana los busco y los paso",24,"['De', 'todas', 'formas', 'lo', 'del', 'EDA', 'yo', 'lo', 'vi', 'una', 'vez', 'y', 'creo', 'que', 'tengo', '“apuntes”', 'de', 'ello,', 'mañana', 'los', 'busco', 'y', 'los', 'paso']",forma l eda l ver vez creer tener apunte l mann buscar paso,neutro,neutro,neutro
86,06/12/2023,Miercoles,6,12,Dic,2023,19:14:40,Alana Ironhack,Ayer estaba fatal y fui al médico,7,"['Ayer', 'estaba', 'fatal', 'y', 'fui', 'al', 'médico']",ayer fatal ir medico,neutro,negativo,neutro
87,06/12/2023,Miercoles,6,12,Dic,2023,19:15:15,Alana Ironhack,Y estoy dopada cada 8 horas xq tengo faringitis y otitis x eso tenía el oído tan tapado,18,"['Y', 'estoy', 'dopada', 'cada', '8', 'horas', 'xq', 'tengo', 'faringitis', 'y', 'otitis', 'x', 'eso', 'tenía', 'el', 'oído', 'tan', 'tapado']",dopado cada hora tener faringitis otitis tenia oido tapar,neutro,neutro,neutro
88,06/12/2023,Miercoles,6,12,Dic,2023,19:15:26,~ Teresa,Ay la virgen,3,"['Ay', 'la', 'virgen']",ay virgen,neutro,neutro,neutro
89,06/12/2023,Miercoles,6,12,Dic,2023,19:15:40,Alana Ironhack,"Pero la vdd aunq las medicinas saben horrible, me han funcionado perfecto y gotas en el oído",17,"['Pero', 'la', 'vdd', 'aunq', 'las', 'medicinas', 'saben', 'horrible,', 'me', 'han', 'funcionado', 'perfecto', 'y', 'gotas', 'en', 'el', 'oído']",vdd aunq medicina saber horrible haber funcionar perfecto gota oido,negativo,negativo,negativo
90,06/12/2023,Miercoles,6,12,Dic,2023,19:15:56,~ Teresa,"Lo guay es eso, es que ahora los antibióticos en dos días te dejan como nueva",16,"['Lo', 'guay', 'es', 'eso,', 'es', 'que', 'ahora', 'los', 'antibióticos', 'en', 'dos', 'días', 'te', 'dejan', 'como', 'nueva']",l guay ser ser ahora antibiotico dos dia t dejar nuevo,neutro,neutro,neutro
91,06/12/2023,Miercoles,6,12,Dic,2023,19:16:09,Alana Ironhack,Si si estaba fuerte el gripon,6,"['Si', 'si', 'estaba', 'fuerte', 'el', 'gripon']",si si fuerte gripon,neutro,neutro,neutro
92,06/12/2023,Miercoles,6,12,Dic,2023,19:16:31,Alana Ironhack,Me daré una hora de hacer otras cosas y me pongo a ver si tengo mejor actitud jaja,18,"['Me', 'daré', 'una', 'hora', 'de', 'hacer', 'otras', 'cosas', 'y', 'me', 'pongo', 'a', 'ver', 'si', 'tengo', 'mejor', 'actitud', 'jaja']",dare hora hacer cosa poner ver si tener mejor actitud jajar,neutro,neutro,neutro
93,06/12/2023,Miercoles,6,12,Dic,2023,19:16:51,Alana Ironhack,La vdd estoy deseando con ansias as vacaciones del curso,10,"['La', 'vdd', 'estoy', 'deseando', 'con', 'ansias', 'as', 'vacaciones', 'del', 'curso']",vdd desear ansia as vacacin curso,neutro,neutro,neutro
94,06/12/2023,Miercoles,6,12,Dic,2023,19:16:59,Alana Ironhack,Me gusta ir pero odio un poco los labs,9,"['Me', 'gusta', 'ir', 'pero', 'odio', 'un', 'poco', 'los', 'labs']",gustar ir odiar labboratotio,neutro,neutro,neutro
95,06/12/2023,Miercoles,6,12,Dic,2023,19:17:30,~ Teresa,Un poco bastante diría yo,5,"['Un', 'poco', 'bastante', 'diría', 'yo']",bastante dirio,neutro,neutro,neutro
96,06/12/2023,Miercoles,6,12,Dic,2023,19:17:44,~ Teresa,Pero vamos que ya queda un suspiro hasta el 20 de diciembre! 💃🏼,13,"['Pero', 'vamos', 'que', 'ya', 'queda', 'un', 'suspiro', 'hasta', 'el', '20', 'de', 'diciembre!', '💃🏼']",ir quedar suspiro diciembre,neutro,neutro,neutro
97,06/12/2023,Miercoles,6,12,Dic,2023,19:17:54,Alana Ironhack,Me roban La Paz,4,"['Me', 'roban', 'La', 'Paz']",robar paz,neutro,neutro,neutro
98,07/12/2023,Jueves,7,12,Dic,2023,18:27:21,Alana Ironhack,Ayer empecé pero no tenía actitud ahora en 10 min me pongo jaja,13,"['Ayer', 'empecé', 'pero', 'no', 'tenía', 'actitud', 'ahora', 'en', '10', 'min', 'me', 'pongo', 'jaja']",ayer empece teniar actitud ahora min poner jajar,neutro,neutro,neutro
99,07/12/2023,Jueves,7,12,Dic,2023,18:27:26,Alana Ironhack,Solo hice lo del dado jajaja,6,"['Solo', 'hice', 'lo', 'del', 'dado', 'jajaja']",solo hacer l dado jajaja,neutro,neutro,neutro
100,07/12/2023,Jueves,7,12,Dic,2023,18:27:29,~ Teresa,Creo que he generado sólo el dadito de los huevos y ya me quiero suicidar,15,"['Creo', 'que', 'he', 'generado', 'sólo', 'el', 'dadito', 'de', 'los', 'huevos', 'y', 'ya', 'me', 'quiero', 'suicidar']",creer haber generar solo dadito huevo querer suicidar,neutro,neutro,neutro
101,07/12/2023,Jueves,7,12,Dic,2023,18:28:06,Sil🐨,yo estoy en el challenge 2 y no se si lo estoy haciendo bien,14,"['yo', 'estoy', 'en', 'el', 'challenge', '2', 'y', 'no', 'se', 'si', 'lo', 'estoy', 'haciendo', 'bien']",challenge l si l hacer bien,neutro,positivo,neutro
102,07/12/2023,Jueves,7,12,Dic,2023,18:28:28,Sil🐨,no entiendo este lab,4,"['no', 'entiendo', 'este', 'lab']",entender laboratorio,neutro,neutro,neutro
103,07/12/2023,Jueves,7,12,Dic,2023,18:30:00,Sil🐨,me he quedado atascada en la distribucion de frecuencias,9,"['me', 'he', 'quedado', 'atascada', 'en', 'la', 'distribucion', 'de', 'frecuencias']",haber quedar atascado distribucion frecuencia,neutro,neutro,neutro
104,07/12/2023,Jueves,7,12,Dic,2023,18:30:23,Alana Ironhack,Yo tengo una pereza de hacerlo,6,"['Yo', 'tengo', 'una', 'pereza', 'de', 'hacerlo']",tener pereza hacer l,neutro,neutro,neutro
